dataset,dataset_family,scan_key,re,re_index,ion_type,pos,charge,ion_type_is_c,base_ion_spec,truth,candidate_group,in_manual_annotation,in_fragments_selected,manual_row_count,manual_matched_rows,manual_selected_rows,manual_labels_json,manual_best_ion_score,manual_best_gof_confidence,manual_best_peaks_matched,manual_best_ion_corr_score,manual_min_abs_ppm_error,fragments_status,fragments_stage,fragments_label,fragments_variant_suffix,fragments_score,fragments_css,fragments_rawcos,fragments_coverage,fragments_match_count,fragments_fit_score,fragments_correlation,fragments_pc_missing_peaks,fragments_obs_rel_int,fragments_abs_anchor_ppm,fragments_raw_candidate,fragments_selected_final,diagnose_best_label,diagnose_reason,diagnose_ok,diagnose_isodec_accepted,diagnose_final_cosine,diagnose_isodec_css,diagnose_raw_cosine,diagnose_abs_anchor_ppm,diagnose_matched_peaks,diagnose_area_covered,diagnose_top_peaks
Q10R,Q10R,Q10R:RE25,RE25,25,c,6,1,1,c6^1+,1,tp_selected,1,1,1,1,1,"[""c6 1+""]",9.266,99.97,3.0,5.394,0.82,selected_final,accepted,c6-Persulfide^1+ | 3.0 ppm | score=0.718 | css=0.988 | %H=100 | %2H=0 | -mix,-Persulfide,0.7183461020540935,0.9876210767169821,0.6860013987696142,0.8713174129893934,2.0,0.6887645497400543,0.9843897785176178,50.0,0.00048169991326973114,3.048204037865299,1,1,c6^1+,failed_isodec_rules,0,0,,0.9481765233527877,0.9813733293097004,2.784791390428169,1.0,1.0,1.0
Q10R,Q10R,Q10R:RE25,RE25,25,c,7,1,1,c7^1+,1,tp_selected,1,1,1,1,1,"[""c7 1+""]",7.007,100.0,3.0,3.772,0.69,selected_final,accepted,c7-OxidizedLoop^1+ | -1.2 ppm | score=0.849 | css=0.984,-OxidizedLoop,0.84924799020526,0.9835678897043361,0.9975042978265367,0.9930314320532885,4.0,0.9334961475007819,0.9968905399047321,20.0,0.0008796183868169992,1.228796302616358,1,1,c7-OxidizedLoop^1+,ok,1,1,0.9835678897043361,0.9835678897043361,0.9975042978265367,1.228796302616358,4.0,0.7885404096816645,1.0
Q10R,Q10R,Q10R:RE25,RE25,25,c,8,1,1,c8^1+,1,fn_missed,1,0,1,1,1,"[""c8 1+""]",4.732,99.85,3.0,2.89,5.86,trace_only,quality_gates,c8-OxidizedLoop^1+,-OxidizedLoop,0.35298593705468984,0.8639515766950507,0.6186178491995423,0.4418713684496616,5.0,0.156,0.009,44.4,0.00013694709453599305,8.758647091832945,0,0,c8-OxidizedLoop^1+,ok,1,1,0.8160357518881719,0.8160357518881719,0.9524922068212079,8.758647091832945,4.0,0.41203272135403163,0.0
Q10R,Q10R,Q10R:RE25,RE25,25,c,9,1,1,c9^1+,1,tp_selected,1,1,1,1,1,"[""c9 1+""]",4.702,99.03,3.0,2.841,0.24,selected_final,accepted,c9-OxidizedLoop^1+ | 1.2 ppm | score=0.704 | css=0.954,-OxidizedLoop,0.7037602465427107,0.9540776985149355,0.9704252888813016,0.9532905962895332,3.0,0.775210888675481,0.9440743924212809,40.0,0.00029956634865568085,1.2106994171592127,1,1,c9-OxidizedLoop^1+,ok,1,1,0.9540776985149355,0.9540776985149355,0.9704252888813016,1.2106994171592127,3.0,0.48972297280215427,1.0
Q10R,Q10R,Q10R:RE25,RE25,25,c,10,1,1,c10^1+,1,tp_selected,1,1,1,1,1,"[""c10 1+""]",15.666,100.0,4.0,9.185,3.25,selected_final,accepted,c10-OxidizedLoop^1+ | 3.7 ppm | score=0.936 | css=0.995,-OxidizedLoop,0.9357634681353483,0.994747751614874,0.9980483269300024,1.0,5.0,0.9217352955990545,0.998620294452154,0.0,0.01070251517779705,3.650892773228345,1,1,c10-OxidizedLoop^1+,ok,1,1,0.994747751614874,0.994747751614874,0.9980483269300024,3.650892773228345,5.0,0.9785600588153147,1.0
Q10R,Q10R,Q10R:RE25,RE25,25,c,11,1,1,c11^1+,0,manual_negative_only,1,0,1,0,0,"[""c11 1+""]",0.269,0.0,1.0,0.0,8.3,trace_only,quality_gates,c11-OxidizedLoop^1+,-OxidizedLoop,0.5350255300806208,0.8285243635714925,0.48222242371125595,1.0,5.0,0.716,0.747,0.0,0.00024960971379011277,12.90854694950301,0,0,c11-OxidizedLoop^1+,failed_isodec_rules,0,0,,0.5754977282427235,0.5754977282427235,9.750553817126157,5.0,0.07769677477276166,0.0
Q10R,Q10R,Q10R:RE25,RE25,25,c,17,2,1,c17^2+,1,fn_missed,1,0,1,1,1,"[""c17 2+""]",4.696,73.85,4.0,3.706,2.63,trace_only,quality_gates,c17-OxidizedLoop^2+,-OxidizedLoop,0.7065208563530135,0.8913786787074498,0.8913786787074498,0.984947554780114,5.0,0.631,0.81,28.6,0.0002241110147441457,0.5816087774312682,0,0,c17-OxidizedLoop^2+,ok,1,1,0.8913786787074498,0.8913786787074498,0.8913786787074498,0.5816087774312682,5.0,1.2147408623014393,1.0
Q10R,Q10R,Q10R:RE25,RE25,25,c,18,2,1,c18^2+,1,tp_selected,1,1,1,1,1,"[""c18 2+""]",2.756,83.17,4.0,1.578,0.38,selected_final,accepted,c18-OxidizedLoop^2+ | 1.3 ppm | score=0.620 | css=0.941,-OxidizedLoop,0.6200013585359612,0.9405635996289201,0.94056359962892,0.9400167024955177,4.0,0.6825660767644027,0.8735133318118538,42.857142857142854,0.00014048568950563746,1.2854002867844203,1,1,c18-OxidizedLoop^2+,ok,1,1,0.9405635996289201,0.9405635996289201,0.94056359962892,1.2854002867844203,4.0,0.3083883282680886,0.0
Q10R,Q10R,Q10R:RE25,RE25,25,c,21,2,1,c21^2+,1,tp_selected,1,1,1,1,1,"[""c21 2+""]",4.112,76.32,5.0,2.727,5.09,selected_final,accepted,c21-OxidizedLoop^2+ | -18.6 ppm | score=0.650 | css=0.915,-OxidizedLoop,0.6501140189278044,0.9147159469217548,0.914715946921755,1.0,7.0,0.8242230268537029,0.8697007987749883,0.0,0.00016725065047701646,18.5546907140408,1,1,c21-OxidizedLoop^2+,ok,1,1,0.9147159469217548,0.9147159469217548,0.914715946921755,18.5546907140408,7.0,0.3057024688795032,1.0
Q10R,Q10R,Q10R:RE25,RE25,25,c,23,1,1,c23^1+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c23-OxidizedLoop^1+ | 0.0 ppm | score=0.506 | css=0.951 | %H=100 | %2H=0 | +mix,-OxidizedLoop,0.5057795365788356,0.9509784067589716,0.4203397504305762,0.9263874682563408,5.0,0.717390936605194,0.918356146954182,28.57142857142857,0.0005812662619254119,0.026876833201210874,1,1,c23-OxidizedLoop^1+,ok,1,1,0.775296045865313,0.775296045865313,0.7743878343953876,5.356044562609929,5.0,0.09246736102327816,0.0
Q10R,Q10R,Q10R:RE25,RE25,25,c,35,2,1,c35^2+,1,fn_missed,1,0,1,1,0,"[""c35 2+""]",3.657,67.34,6.0,4.814,0.53,trace_only,quality_gates,c35-OxidizedLoop^2+,-OxidizedLoop,0.4612054395997277,0.8181331412569498,0.8196137509200131,1.0,9.0,0.79,0.633,0.0,0.0002487424111014744,22.250773762827254,0,0,c35-OxidizedLoop^2+,ok,1,1,0.8181331412569498,0.8181331412569498,0.8196137509200131,22.250773762827254,9.0,0.15244435384136645,0.0
Q10R,Q10R,Q10R:RE25,RE25,25,c,36,2,1,c36^2+,1,fn_missed,1,0,1,1,0,"[""c36 2+""]",8.704,74.05,6.0,8.389,1.47,trace_only,quality_gates,c36-OxidizedLoop^2+,-OxidizedLoop,0.5604520737646528,0.8821587849440538,0.8821587849440535,1.0,9.0,0.824,0.613,0.0,0.0004938421509106678,6.820405351453855,0,0,c36-OxidizedLoop^2+,ok,1,1,0.8821587849440538,0.8821587849440538,0.8821587849440535,6.820405351453855,9.0,0.14985425893490906,1.0
Q10R,Q10R,Q10R:RE25,RE25,25,c,36,3,1,c36^3+,1,fn_missed,1,0,1,1,0,"[""c36 3+""]",6.707,85.67,7.0,5.227,1.28,trace_only,quality_gates,c36-OxidizedLoop^3+,-OxidizedLoop,0.41020191497543634,0.8222604119591631,0.5295265825651733,0.6699157930348303,10.0,0.437,0.503,44.4,0.00022619254119687768,11.167445900191888,0,0,c36-OxidizedLoop^3+,ok,1,1,0.814483504619315,0.814483504619315,0.8432287414916873,11.167445900191888,8.0,0.17472141917939757,1.0
Q10R,Q10R,Q10R:RE30,RE30,30,b,36,2,0,b36^2+,1,tp_selected,1,1,1,1,0,"[""b36 2+""]",9.127,94.03,6.0,6.884,0.79,selected_final,accepted,b36-OxidizedLoop^2+ | -0.7 ppm | score=0.685 | css=0.973,-OxidizedLoop,0.6854114156783033,0.9729328032606924,0.9720015054288265,0.9962910007595879,8.0,0.8410109512618039,0.9327654049153474,11.11111111111111,0.0007797551020408163,0.6826834613371152,1,1,b36-OxidizedLoop^2+,ok,1,1,0.9729328032606924,0.9729328032606924,0.9720015054288265,0.6826834613371152,8.0,0.3681842944921509,1.0
Q10R,Q10R,Q10R:RE30,RE30,30,c,3,1,1,c3^1+,1,tp_selected,1,1,1,1,1,"[""c3 1+""]",8.163,100.0,2.0,4.493,1.72,selected_final,accepted,c3-ThiylRadical^1+ | -3.7 ppm | score=0.861 | css=0.988 | %H=100 | %2H=0 | +mix,-ThiylRadical,0.8609062380482976,0.98818062820383,0.5715028025884902,0.9461564556751955,2.0,0.874411447771934,0.9815146581883987,33.33333333333333,0.00041681632653061226,3.722668345378928,1,1,c3^1+,ok,1,1,0.9881962541109315,0.9881962541109315,0.9907364510180071,5.234306084923026,2.0,0.8540676676790326,1.0
Q10R,Q10R,Q10R:RE30,RE30,30,c,6,1,1,c6^1+,1,tp_selected,1,1,1,1,0,"[""c6 1+""]",3.062,99.88,2.0,1.514,4.6,selected_final,accepted,c6-Persulfide^1+ | 2.6 ppm | score=0.848 | css=0.988 | %H=100 | %2H=0 | -mix,-Persulfide,0.8481251551032969,0.9881208599604333,0.6636278452198475,1.0,4.0,0.8661185198383432,0.9766032485077908,0.0,0.0007190204081632652,2.5986164215991603,1,1,c6^1+,failed_isodec_rules,0,0,,0.5652595139798441,0.6038287222772147,2.156170309032321,3.0,0.1771689777684156,0.0
Q10R,Q10R,Q10R:RE30,RE30,30,c,7,1,1,c7^1+,1,tp_selected,1,1,1,1,0,"[""c7 1+""]",9.476,99.97,3.0,5.138,3.44,selected_final,accepted,c7-OxidizedLoop^1+ | 1.8 ppm | score=0.833 | css=0.986,-OxidizedLoop,0.8329840807821305,0.9857408567921161,0.9948580753184463,0.9930314320532885,4.0,0.8792030291304024,0.9950143490034582,20.0,0.001230204081632653,1.7550357788590718,1,1,c7-OxidizedLoop^1+,ok,1,1,0.9857408567921161,0.9857408567921161,0.9948580753184463,1.7550357788590718,4.0,0.8610547249347809,1.0
Q10R,Q10R,Q10R:RE30,RE30,30,c,8,1,1,c8^1+,1,tp_selected,1,1,1,1,0,"[""c8 1+""]",2.618,96.13,3.0,1.396,1.5,selected_final,accepted,c8-OxidizedLoop^1+ | -9.1 ppm | score=0.488 | css=0.840,-OxidizedLoop,0.4881513401772551,0.8395696180598788,0.9216004428691779,0.7506417899412436,3.0,0.6406180866765656,0.8798950138938509,40.0,0.00022220408163265305,9.05555038317687,1,1,c8-OxidizedLoop^1+,ok,1,1,0.8395696180598788,0.8395696180598788,0.9216004428691779,9.05555038317687,3.0,0.5234728677074895,0.0
Q10R,Q10R,Q10R:RE30,RE30,30,c,9,1,1,c9^1+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c9-OxidizedLoop^1+ | 1.9 ppm | score=0.655 | css=0.932,-OxidizedLoop,0.6554454068753259,0.9324163322657194,0.949097305736768,0.9902952053657548,4.0,0.7761058216870595,0.943621421641173,20.0,0.00033828571428571425,1.8704811159987151,1,1,c9-OxidizedLoop^1+,ok,1,1,0.9324163322657194,0.9324163322657194,0.949097305736768,1.8704811159987151,4.0,0.361959301732813,1.0
Q10R,Q10R,Q10R:RE30,RE30,30,c,10,1,1,c10^1+,1,tp_selected,1,1,1,1,0,"[""c10 1+""]",15.732,99.92,4.0,9.184,2.66,selected_final,accepted,c10-OxidizedLoop^1+ | 3.2 ppm | score=0.920 | css=0.994,-OxidizedLoop,0.9197762861023739,0.9941190745388176,0.9949972578522995,1.0,5.0,0.8780933407508822,0.9947707309670412,0.0,0.012040816326530613,3.181626350046672,1,1,c10-OxidizedLoop^1+,ok,1,1,0.9941190745388176,0.9941190745388176,0.9949972578522995,3.181626350046672,5.0,1.011545116149612,1.0
Q10R,Q10R,Q10R:RE30,RE30,30,c,14,2,1,c14^2+,1,tp_selected,1,1,1,1,0,"[""c14 2+""]",2.224,97.55,3.0,1.174,2.6,selected_final,accepted,c14-OxidizedLoop^2+ | -6.8 ppm | score=0.538 | css=0.975,-OxidizedLoop,0.5378008794966722,0.975225553833305,0.975225553833305,0.8996685562087039,3.0,0.7700715095365406,0.9608524442795864,50.0,0.00013998367346938775,6.835467617377494,1,1,c14-OxidizedLoop^2+,ok,1,1,0.975225553833305,0.975225553833305,0.975225553833305,6.835467617377494,3.0,0.28887477463074585,0.0
Q10R,Q10R,Q10R:RE30,RE30,30,c,15,2,1,c15^2+,1,fn_missed,1,0,1,1,0,"[""c15 2+""]",2.625,99.28,4.0,1.199,4.02,trace_only,quality_gates,c15-OxidizedLoop^2+,-OxidizedLoop,0.060095326589151156,0.8355875187778461,0.5579999934022224,0.23361470531988565,4.0,0.032,-0.218,63.6,6.922448979591837e-05,5.637445415843021,0,0,c15-OxidizedLoop^2+,ok,1,1,0.8339767324142261,0.8339767324142261,0.8339767324142262,10.60297548266942,4.0,0.16662676307665378,1.0
Q10R,Q10R,Q10R:RE30,RE30,30,c,17,1,1,c17^1+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c17-OxidizedLoop^1+ | -27.6 ppm | score=0.543 | css=0.950 | %H=0 | %2H=100 | -mix,-OxidizedLoop,0.5432430577581224,0.9503359073017342,0.5355951165076612,0.9967298980675725,6.0,0.7718302805300156,0.8879696728927075,14.285714285714285,0.0003890612244897959,27.564372360975725,1,1,c17-OxidizedLoop^1+,failed_isodec_rules,0,0,,0.7746296160445953,0.46017682487525086,24.26512312900189,6.0,0.09146732617666122,0.0
Q10R,Q10R,Q10R:RE30,RE30,30,c,17,2,1,c17^2+,1,fn_missed,1,0,1,1,0,"[""c17 2+""]",2.243,53.39,3.0,1.985,2.66,trace_only,quality_gates,c17-OxidizedLoop^2+,-OxidizedLoop,0.4856810441407966,0.7731766692135184,0.49556887525440846,0.638384414884435,3.0,0.466,0.746,76.9,0.00010886530612244899,2.8208557341462135,0,0,c17-OxidizedLoop^2+,ok,1,1,0.845116732323465,0.845116732323465,0.8451167323234648,2.8208557341462135,3.0,0.4091901679499396,1.0
Q10R,Q10R,Q10R:RE30,RE30,30,c,23,1,1,c23^1+,1,fn_missed,1,0,1,1,0,"[""c23 1+""]",9.735,94.78,5.0,7.742,2.49,trace_only,quality_gates,c23-OxidizedLoop^1+,-OxidizedLoop,0.5407183038057867,0.9254922935275702,0.4137081125681672,0.9913515453278235,6.0,0.572,0.836,14.3,0.000714938775510204,1.07857900633406,0,0,c23-OxidizedLoop^1+,failed_isodec_rules,0,0,,0.6818444077200336,0.6818186351482074,8.905958419433675,6.0,0.05905222158492344,0.0
Q10R,Q10R,Q10R:RE30,RE30,30,c,33,3,1,c33^3+,1,fn_missed,1,0,1,1,0,"[""c33 3+""]",3.492,67.55,3.0,2.739,6.31,trace_only,quality_gates,c33-OxidizedLoop^3+,-OxidizedLoop,0.6749745891290448,0.8674759613403737,0.8674759613403739,0.938289670310718,6.0,0.67,0.692,33.3,0.0001553142857142857,6.329083719599411,0,0,c33-OxidizedLoop^3+,ok,1,1,0.8674759613403737,0.8674759613403737,0.8674759613403739,6.329083719599411,6.0,0.7884655514584549,1.0
Q10R,Q10R,Q10R:RE30,RE30,30,c,34,2,1,c34^2+,1,fn_missed,1,0,1,1,0,"[""c34 2+""]",1.891,82.55,4.0,3.199,0.68,trace_only,quality_gates,c34-OxidizedLoop^2+,-OxidizedLoop,0.1409797440383631,0.8576086571909499,0.5435973393341168,0.4983015557689243,10.0,0.262,0.398,41.2,0.00022138775510204082,6.417156366572348,0,0,c34-OxidizedLoop^2+,ok,1,1,0.8444746738143009,0.8444746738143009,0.8847717086313642,15.554859688646525,8.0,0.2775891226609648,0.0
Q10R,Q10R,Q10R:RE30,RE30,30,c,35,2,1,c35^2+,1,fn_missed,1,0,1,1,0,"[""c35 2+""]",7.583,92.54,6.0,6.896,5.98,trace_only,quality_gates,c35-OxidizedLoop^2+,-OxidizedLoop,0.626529741000022,0.9115059578812463,0.9115059578812467,1.0,9.0,0.826,0.808,0.0,0.00036555102040816326,6.278319362622246,0,0,c35-OxidizedLoop^2+,ok,1,1,0.9115059578812463,0.9115059578812463,0.9115059578812467,6.278319362622246,9.0,0.1793593107035608,1.0
Q10R,Q10R,Q10R:RE30,RE30,30,c,36,2,1,c36^2+,1,fn_missed,1,0,1,1,0,"[""c36 2+""]",8.301,95.92,6.0,7.359,1.61,trace_only,quality_gates,c36-OxidizedLoop^2+,-OxidizedLoop,0.6041040356690395,0.8437251863747841,0.8485197990515461,0.9894315895202568,8.0,0.854,0.632,11.1,0.0007377959183673469,7.987556236199043,0,0,c36-OxidizedLoop^2+,ok,1,1,0.8523889781387315,0.8523889781387315,0.8485197990515461,7.987556236199043,9.0,0.18474573041769915,1.0
Q10R,Q10R,Q10R:RE30,RE30,30,c,36,3,1,c36^3+,1,fn_missed,1,0,2,2,0,"[""c36 3+"", ""c36-2(H2O) 3+""]",5.749,70.67,4.0,5.608,1.5,trace_only,quality_gates,c36-OxidizedLoop^3+,-OxidizedLoop,0.6091981882329421,0.8629021879503805,0.8680610075581386,1.0,9.0,0.717,0.685,0.0,0.00040816326530612246,3.6301956003742215,0,0,c36-OxidizedLoop^3+,ok,1,1,0.8629021879503805,0.8629021879503805,0.8680610075581386,3.6301956003742215,9.0,0.35432555366073243,1.0
Q10R,Q10R,Q10R:RE35,RE35,35,b,36,2,0,b36^2+,1,tp_selected,1,1,2,2,1,"[""b36 2+"", ""b36-H2O 2+""]",4.708,86.0,6.0,4.434,0.6,selected_final,accepted,b36-OxidizedLoop^2+ | 5.0 ppm | score=0.619 | css=0.938,-OxidizedLoop,0.6190291239142035,0.9377716160276393,0.9377716160276394,1.0,9.0,0.7561167493563787,0.8914616025620956,0.0,0.0010068509909469047,5.019668635445576,1,1,b36-OxidizedLoop^2+,ok,1,1,0.9377716160276393,0.9377716160276393,0.9377716160276394,5.019668635445576,9.0,0.277902206009063,0.0
Q10R,Q10R,Q10R:RE35,RE35,35,c,3,1,1,c3^1+,1,tp_selected,1,1,1,1,1,"[""c3 1+""]",3.179,99.93,3.0,1.685,7.68,selected_final,accepted,c3^1+ | 6.1 ppm | score=0.780 | css=0.967,-Thiol,0.7804225252662027,0.9665625007332768,0.9686619895431235,0.94614260815541,2.0,0.8305415732950899,0.9389963750908995,33.33333333333333,0.00039686811842427205,6.054833814123705,1,1,c3^1+,ok,1,1,0.9665625007332768,0.9665625007332768,0.9686619895431235,6.054833814123705,2.0,0.7412808561789911,1.0
Q10R,Q10R,Q10R:RE35,RE35,35,c,6,1,1,c6^1+,1,tp_selected,1,1,1,1,0,"[""c6 1+""]",3.869,99.98,2.0,2.365,7.15,selected_final,accepted,c6-Persulfide^1+ | 0.8 ppm | score=0.847 | css=0.999 | %H=100 | %2H=0 | -mix,-Persulfide,0.8473388757492443,0.9990546978515462,0.6857560094508084,0.9745052473677356,3.0,0.9537063883280645,0.9996877207945597,25.0,0.0011761683386346954,0.8002659567049805,1,1,c6-ThiylRadical^1+,ok,1,1,0.9315644972872065,0.9315644972872065,0.9362043147384267,6.69599065635458,2.0,0.5227871794871796,1.0
Q10R,Q10R,Q10R:RE35,RE35,35,c,7,1,1,c7^1+,1,tp_selected,1,1,1,1,0,"[""c7 1+""]",4.534,99.93,3.0,2.999,2.23,selected_final,accepted,c7-OxidizedLoop^1+ | 2.8 ppm | score=0.719 | css=0.965,-OxidizedLoop,0.7187624322896438,0.9649314446122471,0.9865392070956397,0.9713645424606036,4.0,0.7970713087056139,0.9816356798701572,20.0,0.001193785172498165,2.8400656265421618,1,1,c7-OxidizedLoop^1+,ok,1,1,0.9649314446122471,0.9649314446122471,0.9865392070956397,2.8400656265421618,4.0,0.6552659662102709,0.0
Q10R,Q10R,Q10R:RE35,RE35,35,c,9,1,1,c9^1+,1,tp_selected,1,1,1,1,0,"[""c9 1+""]",7.465,99.31,3.0,4.93,2.5,selected_final,accepted,c9-OxidizedLoop^1+ | 2.5 ppm | score=0.727 | css=0.982,-OxidizedLoop,0.726527512171734,0.9819842929972424,0.9819842929972427,0.9902952053657548,4.0,0.8364258292438366,0.949608023309019,20.0,0.0004470271592855395,2.530262814713203,1,1,c9-OxidizedLoop^1+,ok,1,1,0.9819842929972424,0.9819842929972424,0.9819842929972427,2.530262814713203,4.0,0.5876835395089793,1.0
Q10R,Q10R,Q10R:RE35,RE35,35,c,10,1,1,c10^1+,1,tp_selected,1,1,1,1,0,"[""c10 1+""]",15.093,99.4,5.0,9.2,4.91,selected_final,accepted,c10-OxidizedLoop^1+ | 4.1 ppm | score=0.901 | css=0.994,-OxidizedLoop,0.9007949753866317,0.994306042420135,0.9963602575717757,1.0,5.0,0.8974929775461091,0.9946156295307192,0.0,0.011739662344017618,4.120159196623416,1,1,c10-OxidizedLoop^1+,ok,1,1,0.994306042420135,0.994306042420135,0.9963602575717757,4.120159196623416,5.0,0.9770490050124957,1.0
Q10R,Q10R,Q10R:RE35,RE35,35,c,11,2,1,c11^2+,0,fp_selected,1,1,1,0,0,"[""c11 2+""]",0.711,98.4,2.0,-0.096,8.12,selected_final,accepted,c11-OxidizedLoop^2+ | 12.0 ppm | score=0.735 | css=0.960 | %H=0 | %2H=100 | +mix,-OxidizedLoop,0.7352033505391314,0.9599571387631867,0.46523294827504297,0.9317462603724487,3.0,0.7896110829789605,0.9053937919064459,40.0,0.00011972106679716173,11.962936129209686,1,1,c11-OxidizedLoop^2+,failed_isodec_rules,0,0,,0.2494716493479945,0.23452003541760488,18.456521375185808,1.0,0.3037592250000006,1.0
Q10R,Q10R,Q10R:RE35,RE35,35,c,16,2,1,c16^2+,1,fn_missed,1,0,1,1,0,"[""c16 2+""]",6.208,78.02,2.0,4.477,2.63,trace_only,quality_gates,c16-OxidizedLoop^2+,-OxidizedLoop,0.5074320831573621,0.8968696856547238,0.8968696856547238,0.6683514837591176,2.0,0.563,0.882,66.7,0.00013383900171274772,0.6850400472182537,0,0,c16-OxidizedLoop^2+,ok,1,1,0.8968696856547238,0.8968696856547238,0.8968696856547238,0.6850400472182537,2.0,0.6301710999705101,1.0
Q10R,Q10R,Q10R:RE35,RE35,35,c,23,2,1,c23^2+,1,fn_missed,1,0,1,1,0,"[""c23 2+""]",1.502,65.62,4.0,2.005,1.4,trace_only,quality_gates,c23-OxidizedLoop^2+,-OxidizedLoop,-0.1089400908799199,0.6743441652463824,0.4973717683636078,0.19520856300975203,8.0,0.01,-0.568,38.5,0.0002666992904330805,15.875274124014865,0,0,c23-OxidizedLoop^2+,failed_isodec_rules,0,0,,0.5817417859454326,0.777702950267293,17.42397836667012,6.0,0.0993050813548918,0.0
Q10R,Q10R,Q10R:RE35,RE35,35,c,32,2,1,c32^2+,0,manual_negative_only,1,0,1,0,0,"[""c32 2+""]",0.171,45.33,6.0,1.843,3.26,trace_only,quality_gates,c32-OxidizedLoop^2+,-OxidizedLoop,0.10822625465804894,0.8331684808154012,0.5468037282986137,0.4054157341447984,8.0,0.161,0.099,50.0,0.00017673109860533398,5.312465105411006,0,0,c32-OxidizedLoop^2+,ok,1,1,0.8366286962575012,0.8366286962575012,0.8366286962575014,5.312465105411006,8.0,0.13259206721707362,0.0
Q10R,Q10R,Q10R:RE35,RE35,35,c,33,2,1,c33^2+,1,fn_missed,1,0,1,1,0,"[""c33 2+""]",5.146,76.96,5.0,5.553,1.81,trace_only,quality_gates,c33-OxidizedLoop^2+,-OxidizedLoop,-0.09452349988242295,0.6317009971254154,0.4696923418706617,0.14155769303774599,9.0,0.005,-0.252,59.1,0.0003222412527526303,6.759210024927357,0,0,c33-OxidizedLoop^2+,ok,1,1,0.8334568752787527,0.8334568752787527,0.8334568752787527,0.2531907456302529,8.0,0.22829707405869426,0.0
Q10R,Q10R,Q10R:RE35,RE35,35,c,36,2,1,c36^2+,1,fn_missed,1,0,1,1,0,"[""c36 2+""]",6.339,96.53,8.0,5.992,0.95,trace_only,quality_gates,c36-OxidizedLoop^2+,-OxidizedLoop,0.5744225988585174,0.8216844701347441,0.8216844701347443,1.0,9.0,0.704,0.378,0.0,0.0005901639344262295,2.9942725423637584,0,0,c36-OxidizedLoop^2+,ok,1,1,0.8216844701347441,0.8216844701347441,0.8216844701347443,2.9942725423637584,9.0,0.14926084701504863,1.0
Q10R,Q10R,Q10R:RE40,RE40,40,b,36,2,0,b36^2+,1,tp_selected,1,1,1,1,0,"[""b36 2+""]",9.182,84.44,5.0,8.374,1.12,selected_final,accepted,b36-OxidizedLoop^2+ | 3.2 ppm | score=0.651 | css=0.970,-OxidizedLoop,0.6511511370799995,0.9703004905740652,0.9674134450403842,1.0,9.0,0.8056263314896364,0.9215617944362565,0.0,0.0013427609427609428,3.2077062869125395,1,1,b36-OxidizedLoop^2+,ok,1,1,0.9703004905740652,0.9703004905740652,0.9674134450403842,3.2077062869125395,9.0,0.3171406067500846,1.0
Q10R,Q10R,Q10R:RE40,RE40,40,c,3,1,1,c3^1+,1,tp_selected,1,1,1,1,1,"[""c3 1+""]",14.541,97.95,3.0,9.125,6.61,selected_final,accepted,c3-ThiylRadical^1+ | 0.1 ppm | score=0.728 | css=0.838 | %H=100 | %2H=0 | +mix,-ThiylRadical,0.7281849839008363,0.8384145996096982,0.5115332251369623,1.0,3.0,0.9078665830525211,0.9929816812522589,0.0,0.0003771043771043771,0.13216574004669307,1,1,c3^1+,ok,1,1,0.8384254815893312,0.8384254815893312,0.9834168996341092,1.3794778266317804,3.0,0.5818794443007882,0.0
Q10R,Q10R,Q10R:RE40,RE40,40,c,5,1,1,c5^1+,1,tp_selected,1,1,1,1,0,"[""c5 1+""]",14.392,99.32,1.0,8.608,6.97,selected_final,accepted,c5^1+ | 2.8 ppm | score=0.680 | css=0.948,-Thiol,0.6803418145986555,0.9475737045400248,0.9475737045400248,0.9200869722155781,2.0,0.7862628205071738,0.9425760609668358,50.0,0.00018057239057239058,2.815424226986384,1,1,c5^1+,ok,1,1,0.9475737045400248,0.9475737045400248,0.9475737045400248,2.815424226986384,2.0,0.5788692983204025,1.0
Q10R,Q10R,Q10R:RE40,RE40,40,c,6,1,1,c6^1+,1,tp_selected,1,1,1,1,0,"[""c6 1+""]",1.53,99.88,2.0,0.497,9.2,selected_final,accepted,c6-Persulfide^1+ | -4.3 ppm | score=0.732 | css=0.995 | %H=100 | %2H=0 | -mix,-Persulfide,0.7321865105970438,0.9953072832548758,0.6888259029696968,1.0,4.0,0.921095825784234,0.9967778242701997,0.0,0.0007188552188552189,4.295060360239635,1,1,c6-Persulfide^1+,ok,1,1,0.9988388713672509,0.9988388713672509,0.9988388713672507,18.44196563752323,3.0,0.10642195572807248,0.0
